"customer_id","age","salary","spending_score","time_as_customer","loyalty_member","state","gender"
15905,76,55097.97,0.85,8.8,"No","Alaska","Female"
15906,25,40246.43,0.15,11.23,"No","Connecticut","Male"
15907,56,52935.08,0.18,13.01,"No","Maryland","Male"
15908,20,54275.11,0.34,16.94,"No","Delaware","Male"
15909,37,53959.13,0.27,4.03,"No","Ohio","Other"
15910,48,50882.98,0.25,2.39,"No","New Jersey","Male"
15911,37,77508.17,0.12,6.88,"No","Arizona","Male"
15912,50,50053.34,0.85,7.6,"No","New Jersey","Female"
15913,49,65803.84,0.85,14.2,"No","Florida","Male"
15914,78,84064.46,0.34,3.59,"No","Arizona","Female"
15915,31,57356.83,0.54,4.39,"No","Wisconsin","Female"
15916,85,57477.65,0.59,4.43,"No","Washington","Female"
15917,23,44689.05,0.77,13.26,"No","Minnesota","Male"
15918,23,44638.6,0.86,10.32,"No","Maine","Male"
15919,47,56246.36,0.9,11.65,"No","Pennsylvania","Female"
15920,32,37303.52,0.72,3.43,"No","Iowa","Female"
15921,89,53094.44,0.22,9.96,"No","Missouri","Female"
15922,60,56472.39,0.77,3.29,"No","New York","Female"
15923,57,58562.14,0.61,1.16,"No","North Dakota","Male"
15924,23,54032.27,0.91,5.44,"No","Kansas","Other"
15925,77,71887.27,0.46,0.97,"No","California","Other"
15926,64,43452.1,0.05,11.53,"No","New Hampshire","Male"
15927,60,72826.69,0.45,19.7,"No","Pennsylvania","Female"
15928,57,47859.05,0.23,9.73,"No","North Dakota","Other"
15929,58,75609.96,0.67,6.57,"No","Idaho","Male"
15930,89,75753.78,0.47,8.01,"No","New Mexico","Male"
15931,31,15193.27,0.19,6.1,"No","New York","Male"
15932,76,31316.53,0.01,0.22,"No","Nebraska","Male"
15933,33,52166.06,0.82,3.73,"No","Florida","Female"
15934,78,44772.99,0.72,19.77,"No","Kentucky","Male"
15935,49,43482.67,0.07,9.14,"No","North Dakota","Male"
15936,37,45739.3,0.55,6.4,"No","Georgia","Female"
15937,31,24227.07,0.54,0.36,"No","Illinois","Other"
15938,19,67668.45,0.94,12.53,"No","Colorado","Female"
15939,62,45301.36,0.34,19.38,"No","Maine","Female"
15940,20,62270.14,0.33,12.25,"No","Hawaii","Male"
15941,59,19289.34,0.51,3.98,"No","Missouri","Female"
15942,53,64957.88,0.32,11.45,"No","Ohio","Other"
15943,32,40308.99,0.58,17.69,"No","Vermont","Female"
15944,41,55234.96,0.88,5.93,"No","Kansas","Other"
15945,37,31820.17,0.57,11.41,"No","Rhode Island","Other"
15946,28,51196.93,0.93,2.24,"No","Virginia","Male"
15947,80,50268.1,0.92,11.94,"No","Montana","Male"
15948,33,44378.8,0.7,14.2,"No","North Carolina","Other"
15949,28,61260.39,0.63,0.62,"No","Louisiana","Female"
15950,42,72610.64,0.08,4.39,"No","Minnesota","Other"
15951,42,44063.97,0.59,16.84,"No","Kentucky","Male"
15952,82,43560.67,0.99,18.02,"No","Florida","Female"
15953,64,46819.93,0.48,16.97,"No","Florida","Male"
15954,42,47209.51,0.4,8.83,"No","Oregon","Other"
15955,82,57093.78,0.81,6.03,"No","Texas","Female"
15956,40,51537.71,0.25,5.06,"No","Nebraska","Other"
15957,53,31599.5,0.36,0.12,"No","Arkansas","Female"
15958,37,36004.12,0.1,9.72,"No","North Carolina","Female"
15959,72,78700.73,0.25,3.43,"No","South Dakota","Male"
15960,51,40863.79,0.73,6.31,"No","New Jersey","Female"
15961,46,47891.39,0,0.31,"No","South Dakota","Male"
15962,66,61987.44,0.87,11.06,"No","California","Female"
15963,46,70818.91,0.48,18.32,"No","Minnesota","Female"
15964,21,63094.94,0.59,5.97,"No","Colorado","Female"
15965,33,42707.04,0.73,18.45,"No","California","Male"
15966,70,37024.12,0.58,6.01,"No","Oklahoma","Other"
15967,68,54360.22,0.47,11.88,"No","Massachusetts","Female"
15968,25,19162.2,0.33,18.31,"No","Colorado","Other"
15969,85,51647.71,0.5,9.6,"No","Illinois","Male"
15970,35,45654.28,0.56,4.35,"No","Delaware","Female"
15971,20,45889.57,0.79,17.96,"No","South Dakota","Other"
15972,79,50428.11,0.1,19.95,"No","Michigan","Male"
15973,23,42073.24,0.22,13.27,"No","Kentucky","Other"
15974,27,40225.43,0.32,6.27,"No","Pennsylvania","Female"
15975,86,72023.78,0.12,14.35,"No","Montana","Other"
15976,45,57873,0.89,5.63,"No","Missouri","Female"
15977,23,52861.74,0.99,3.14,"No","West Virginia","Male"
15978,35,51308.97,0.74,17.89,"No","Wisconsin","Other"
15979,90,56110.99,0.67,18.67,"No","Georgia","Male"
15980,78,48826.57,0.24,8.92,"No","Minnesota","Other"
15981,88,35965.67,0.76,18.41,"No","Utah","Male"
15982,78,71892.73,0.56,18.42,"No","New York","Other"
15983,79,31296.83,0.13,13.46,"No","Arkansas","Male"
15984,37,54201.49,0.15,1.03,"No","Nebraska","Other"
15985,39,47420.01,0.33,18.19,"No","Hawaii","Female"
15986,23,70059.95,0.44,3.29,"No","Pennsylvania","Other"
15987,50,84695.55,0.85,8.14,"No","South Dakota","Male"
15988,60,71444.9,0.47,1.43,"No","Rhode Island","Female"
15989,20,52689.24,0.4,3.9,"No","New York","Other"
15990,80,36669.71,0.44,4.43,"No","New Mexico","Male"
15991,83,59258.34,0.05,15,"No","Rhode Island","Other"
15992,79,49177.36,0.05,10.26,"No","Missouri","Female"
15993,33,71987.38,0.25,14.14,"No","Indiana","Male"
15994,67,39360.24,0.21,6.51,"No","Nevada","Male"
15995,44,47031.08,0.29,9.78,"No","Missouri","Other"
15996,80,5464.17,0.84,12.57,"No","Virginia","Female"
15997,57,21865.58,0.93,1.58,"No","South Dakota","Male"
15998,45,63862.75,0.11,7.12,"No","Wyoming","Female"
15999,90,51677.16,0.36,0.59,"No","Kentucky","Female"
16000,40,49352.67,0.18,7.94,"No","Alabama","Male"
16001,38,72166.46,0.65,19.6,"No","Kentucky","Female"
16002,51,56950.88,0.64,12.44,"No","Iowa","Female"
16003,68,44425.09,0.52,3.98,"No","Michigan","Female"
16004,50,51398.77,0.73,19.21,"No","Pennsylvania","Female"
16005,69,53173.79,0.85,14.78,"No","Kentucky","Male"
16006,69,46021.76,0.11,15.65,"No","California","Other"
16007,20,34208.85,0.38,9.2,"No","Pennsylvania","Male"
16008,43,59583.61,0.71,0.02,"No","Ohio","Female"
16009,76,32078.96,0.43,3.23,"No","California","Male"
16010,61,38492.57,0.43,9.54,"No","Iowa","Other"
16011,63,34444.99,0.25,3.9,"No","Massachusetts","Male"
16012,34,49783,0.16,14.16,"No","Maine","Male"
16013,61,66174.09,0.41,4.3,"No","Texas","Male"
16014,80,41195.35,0.75,19.96,"No","Indiana","Other"
16015,69,58835.5,0.12,17.02,"No","Iowa","Other"
16016,84,46445.38,0.96,7.85,"No","New Jersey","Female"
16017,22,78894.54,0.88,12.72,"No","Oregon","Other"
16018,88,1037.6,0.71,15.35,"No","Pennsylvania","Other"
16019,62,31971.35,0.94,6.59,"No","Oregon","Male"
16020,72,59259.58,0.95,8.88,"No","Tennessee","Female"
16021,49,43335.66,0.81,3.76,"No","Wyoming","Male"
16022,89,50997.47,0.78,4.51,"No","Massachusetts","Female"
16023,37,46182.74,0.64,17.23,"No","Alabama","Female"
16024,47,62275.5,0.91,11.27,"No","Washington","Other"
16025,53,73242.63,0.07,5.55,"No","Kentucky","Other"
16026,65,32522.97,0.96,0.29,"No","Missouri","Male"
16027,56,33179.91,0.06,5.37,"No","Texas","Male"
16028,51,46649.24,0.45,14.69,"No","Maryland","Other"
16029,34,61306.4,0.95,10.77,"No","Massachusetts","Female"
16030,69,31509.5,0.07,4.43,"No","Vermont","Female"
16031,84,49449.45,0.79,8.99,"No","Massachusetts","Female"
16032,27,61874.95,0.46,8.68,"No","Minnesota","Female"
16033,70,49546.95,0.15,12.2,"No","New Mexico","Male"
16034,29,43635.05,0.07,11.8,"No","South Dakota","Male"
16035,44,53286.69,0.36,6.12,"No","Vermont","Other"
16036,86,47482.94,0.76,11.71,"No","Nebraska","Male"
16037,51,66205.3,0.53,18.21,"No","New York","Other"
16038,36,66172.94,0.16,3.19,"No","Wisconsin","Other"
16039,62,35845.25,0.99,15.77,"No","Oklahoma","Female"
16040,70,48519.01,0.75,18.65,"No","New Hampshire","Male"
16041,70,66541.87,0.09,7.66,"No","Utah","Male"
16042,35,70042.81,0.06,7.45,"No","Tennessee","Male"
16043,56,28420.87,0.19,9,"No","Utah","Female"
16044,67,43813.76,0.56,17.27,"No","New Hampshire","Male"
16045,83,49045.22,0.8,13.31,"No","South Carolina","Other"
16046,89,71557.42,0.4,10.71,"No","Maine","Male"
16047,75,42945.25,0.52,13.96,"No","New York","Male"
16048,90,32933.44,0.78,2.76,"No","New Mexico","Female"
16049,49,51770.72,0.21,8.02,"No","California","Female"
16050,66,42737.4,0.01,3.12,"No","Connecticut","Female"
16051,19,48863.33,0.49,15.27,"No","Oregon","Male"
16052,75,47694.81,0.33,12.9,"No","Ohio","Female"
16053,32,50513.41,0.57,2.49,"No","Massachusetts","Male"
16054,52,63466.44,0.66,11.95,"No","Missouri","Male"
16055,30,19817.87,0.56,13.1,"No","Nebraska","Female"
16056,79,39216.84,0.7,3.71,"No","Wisconsin","Male"
16057,88,53812.21,0.57,1.87,"No","Iowa","Other"
16058,28,44380.7,0.33,7.95,"No","South Dakota","Other"
16059,47,55814.08,0.69,3.56,"No","New Hampshire","Male"
16060,84,37448.08,0.17,14.53,"No","Florida","Other"
16061,66,30931.37,0.27,13.27,"No","California","Male"
16062,50,61225.46,0.94,7.54,"No","Iowa","Male"
16063,28,32303.6,0.1,14.9,"No","Oklahoma","Male"
16064,65,35665.95,0.4,18.65,"No","Kentucky","Other"
16065,47,64517.17,0.69,4.65,"No","South Carolina","Other"
16066,67,30572.42,0.94,19.52,"No","Mississippi","Male"
16067,23,56343.03,0.85,5.21,"No","Colorado","Female"
16068,33,51427.28,0.66,17.67,"No","Tennessee","Male"
16069,23,42008.84,0.63,15.02,"No","Pennsylvania","Male"
16070,30,72160.35,0.25,17.12,"No","Kansas","Male"
16071,88,38973.17,0.34,5.78,"No","Alabama","Other"
16072,57,39158.03,0.61,12.12,"No","Kentucky","Female"
16073,85,55152.86,0.62,8.13,"No","Arizona","Male"
16074,37,39163.66,0.99,8.64,"No","New Jersey","Female"
16075,45,55367.95,0.38,0.53,"No","Iowa","Other"
16076,85,27258.78,0.22,0.15,"No","West Virginia","Female"
16077,80,61314.31,0.37,18.37,"No","Colorado","Male"
16078,43,49824.43,0.81,13.08,"No","West Virginia","Female"
16079,50,56185.21,0.99,19.65,"No","Hawaii","Other"
16080,61,33844.49,0.68,0.02,"No","New York","Other"
16081,43,32367.99,0.91,11.31,"No","Kentucky","Male"
16082,56,61825.22,0.75,6.8,"No","Wyoming","Other"
16083,72,39090.3,0.97,10.6,"No","Texas","Male"
16084,45,13469.17,0.55,9.25,"No","Oklahoma","Other"
16085,41,63610.2,0.68,19.46,"No","Maryland","Other"
16086,83,57858.83,0.12,0.36,"No","Vermont","Female"
16087,67,59009.53,0.46,2.67,"No","Alaska","Male"
16088,49,69135.42,0.33,0.47,"No","New York","Female"
16089,38,60085.79,0.26,1.75,"No","Tennessee","Female"
16090,39,35709.69,0.57,10.61,"No","Connecticut","Other"
16091,54,60315.27,0.39,2.23,"No","Arkansas","Female"
16092,62,42490.21,0.27,8.72,"No","Illinois","Female"
16093,70,55059.77,0.66,3.86,"No","New Hampshire","Female"
16094,88,44786.68,0.9,12.51,"No","Alabama","Female"
16095,76,49803.14,0.35,5.43,"No","Colorado","Other"
16096,36,43615.16,0.8,15.73,"No","Alabama","Male"
16097,66,23614.22,0.15,3.12,"No","Utah","Female"
16098,31,52281.19,0.58,15.13,"No","California","Female"
16099,29,22636.45,0.01,16.51,"No","Ohio","Other"
16100,42,47637.62,0.91,0.57,"No","New Jersey","Male"
16101,69,43054.26,0.57,0.4,"No","Alaska","Male"
16102,68,40704.03,0.16,1.69,"No","Wisconsin","Other"
16103,53,75411.85,0.98,8.31,"No","Montana","Male"
16104,50,58820.73,0.07,2.37,"No","Kentucky","Other"
16105,48,60968.17,0.8,1.74,"No","Virginia","Male"
16106,42,44945.56,0.66,5.51,"No","Iowa","Female"
16107,55,30179.04,0.41,0.88,"No","West Virginia","Male"
16108,62,55792.39,0.13,6.92,"No","South Dakota","Other"
16109,56,79575.4,0.1,17.83,"No","New York","Male"
16110,20,48334.47,0.46,5.3,"No","Kansas","Male"
16111,90,53547.57,0.08,17.48,"No","Oklahoma","Other"
16112,24,32637.43,0.79,16.48,"No","Wyoming","Male"
16113,38,53314.55,0.73,1.49,"No","Kentucky","Male"
16114,30,59671.32,0.2,9.55,"No","Mississippi","Female"
16115,82,56595,0.93,11.11,"No","New Hampshire","Other"
16116,55,41783.47,0.65,12.59,"No","Iowa","Male"
16117,81,21943.8,0.71,3.67,"No","Maine","Male"
16118,83,46208.22,0.88,16.01,"No","Michigan","Other"
16119,58,66551.54,0.25,5.05,"No","Kentucky","Male"
16120,19,36540.93,0.61,12.91,"No","Pennsylvania","Other"
16121,84,60303.2,0.55,9.26,"No","Vermont","Female"
16122,79,51325.57,0.74,16.16,"No","Ohio","Female"
16123,55,49245.29,0.03,11.03,"No","Nebraska","Male"
16124,58,74446.26,0.38,11.82,"No","Utah","Other"
16125,78,55700.31,0.21,10,"No","Connecticut","Male"
16126,82,50506.62,0.03,8.18,"No","Kansas","Male"
16127,77,62863.56,0.53,14.24,"No","Montana","Male"
16128,25,43395.4,0.09,19.26,"No","Iowa","Male"
16129,19,16833.11,0.2,17.65,"No","Alaska","Male"
16130,19,57577.75,0.19,11.27,"No","California","Male"
16131,50,54884.05,0.5,17.5,"No","Pennsylvania","Male"
16132,81,33538.14,0.9,14.59,"No","Florida","Male"
16133,42,36313.73,0.94,8.71,"No","Arkansas","Other"
16134,20,58823.74,0.22,14.05,"No","New Jersey","Other"
16135,67,36268.2,0.7,3.18,"No","Wisconsin","Other"
16136,70,44886.69,0.61,13.33,"No","Vermont","Female"
16137,31,57800.38,0.22,10.52,"No","Minnesota","Other"
16138,20,75145.45,0.96,5.99,"No","Minnesota","Other"
16139,72,71772.65,0.2,14.95,"No","New Hampshire","Female"
16140,80,28447.84,0.13,9.26,"No","Montana","Male"
16141,40,51353.44,0.1,19.62,"No","Nevada","Other"
16142,50,60760.46,0.03,2.32,"No","Kentucky","Female"
16143,55,27057.71,0.94,13.21,"No","Iowa","Male"
16144,49,66976.85,0.36,3.35,"No","Arizona","Other"
16145,76,63163.79,0.4,10.25,"No","Texas","Female"
16146,47,73646.45,0.15,13.89,"No","Wyoming","Other"
16147,25,53735.16,0.11,18.76,"No","Kentucky","Female"
16148,25,42346.63,0.8,18.18,"No","Idaho","Female"
16149,19,41017.33,0.09,9.02,"No","New York","Male"
16150,47,68979.14,0.73,5.11,"No","New Jersey","Other"
16151,22,43170.36,0.7,7.6,"No","Michigan","Female"
16152,32,52310.98,0.41,12.63,"No","South Carolina","Other"
16153,53,28241.04,0.52,13.1,"No","Arkansas","Other"
16154,89,29886.05,0.37,1.32,"No","Arizona","Female"
16155,63,47935.87,0.34,9.69,"No","Massachusetts","Female"
16156,52,22430.54,0.76,18.68,"No","West Virginia","Male"
16157,61,11486.73,0.25,10.06,"No","Hawaii","Female"
16158,39,54269.66,0.36,11.05,"No","Nebraska","Other"
16159,82,43750.98,0.43,6.51,"No","Kansas","Other"
16160,81,58690.63,0.34,14.76,"No","Tennessee","Female"
16161,71,45379.34,0.26,1.45,"No","Maryland","Male"
16162,34,58816.36,0.47,8.39,"No","Georgia","Other"
16163,34,41742.3,0.3,14.28,"No","Wisconsin","Other"
16164,79,58479.86,0.03,1.15,"No","Wyoming","Male"
16165,39,58831.31,0.15,7.83,"No","Missouri","Female"
16166,37,43455.28,0.14,18.8,"No","California","Female"
16167,68,40396.57,0.6,2.18,"No","Connecticut","Female"
16168,57,58718.91,0.65,7.33,"No","Iowa","Other"
16169,25,51001.11,0.15,11.53,"No","Florida","Female"
16170,47,53977.39,0.62,6.29,"No","Louisiana","Female"
16171,79,68691.39,0.57,10.68,"No","Wisconsin","Male"
16172,66,5985.37,0.42,11.66,"No","Iowa","Male"
16173,71,52292.28,0.14,19.85,"No","Idaho","Male"
16174,54,46337.45,0.5,4.11,"No","Montana","Male"
16175,34,32930.66,0.62,4.39,"No","Nebraska","Female"
16176,59,41697.2,0.34,6.25,"No","Wyoming","Female"
16177,62,43535.6,0.87,14.74,"No","California","Female"
16178,50,37107.05,0.35,12.77,"No","Kansas","Male"
16179,67,45635.19,0.07,13.12,"No","South Dakota","Female"
16180,28,53283.44,0.33,3.17,"No","Minnesota","Male"
16181,37,29832.3,0.81,17.04,"No","Rhode Island","Female"
16182,34,78605.45,0.87,1.02,"No","Georgia","Female"
16183,50,76293.09,0.94,8.01,"No","Wisconsin","Male"
16184,44,64353.09,0.44,11.88,"No","Pennsylvania","Male"
16185,58,71592.13,0.15,3.39,"No","California","Other"
16186,23,39851.74,0.96,2.65,"No","Wisconsin","Female"
16187,46,51610.61,0.65,4.62,"No","New Mexico","Other"
16188,72,63509.6,0.97,5.63,"No","Vermont","Female"
16189,76,68951.08,0.63,0.14,"No","Alabama","Female"
16190,32,66373.02,0.32,12.14,"No","Kentucky","Male"
16191,48,41311.36,0.44,11.5,"No","Michigan","Other"
16192,71,60978.53,0.05,14.91,"No","Missouri","Male"
16193,35,39391.91,0.67,3.09,"No","Texas","Other"
16194,63,59553.16,0.82,3.05,"No","South Carolina","Other"
16195,88,92149.82,0.11,0.52,"No","Idaho","Male"
16196,34,61566.21,0.36,11.99,"No","Arkansas","Other"
16197,87,48722.15,0.15,5.23,"No","New York","Male"
16198,41,48550.42,0.8,0.23,"No","Wyoming","Female"
16199,24,23542.12,0.89,8.69,"No","New Jersey","Other"
16200,80,37891.76,0.09,7.53,"No","Connecticut","Male"
16201,89,51255.74,0.49,17.89,"No","Maryland","Male"
16202,51,47620.57,0.12,16.14,"No","Louisiana","Other"
16203,85,40192.71,0.78,5.09,"No","Maine","Other"
16204,22,27571,0.59,5.26,"No","Nevada","Female"
16205,24,22200.85,0.61,14.23,"No","Wyoming","Other"
16206,18,61944.51,0.51,1.08,"No","New Mexico","Other"
16207,23,51026.23,0.53,13.56,"No","Utah","Male"
16208,27,53533.67,0.5,5.22,"No","Hawaii","Female"
16209,74,49509.28,0.92,5.88,"No","Oregon","Other"
16210,42,42050.22,0.57,1.27,"No","Arkansas","Other"
16211,87,38138.75,0.69,6.43,"No","Indiana","Other"
16212,64,65966.77,0.84,5.18,"No","North Carolina","Other"
16213,80,22713.32,0.94,17.04,"No","Washington","Male"
16214,28,30894.3,0.86,18.16,"No","South Dakota","Female"
16215,62,39245.05,0.11,0.36,"No","New Hampshire","Female"
16216,84,54861.11,0.58,11.35,"No","Indiana","Female"
16217,26,56676.53,0.89,2.32,"No","Maryland","Male"
16218,72,54436.85,0.68,13.8,"No","Texas","Other"
16219,34,58887.19,0.04,0.83,"No","Idaho","Other"
16220,53,25523.83,0.3,15.86,"No","Texas","Other"
16221,46,39189.14,0.11,3.13,"No","Missouri","Female"
16222,71,39855.03,0.68,17.76,"No","Alaska","Male"
16223,45,61748.56,0.58,15.56,"No","South Dakota","Male"
16224,31,43271.51,0.53,7.04,"No","Delaware","Other"
16225,56,44055.43,0.37,12.91,"No","Georgia","Female"
16226,58,69155.89,0.35,13.95,"No","Arizona","Other"
16227,22,45639.05,0.7,11.65,"No","Louisiana","Male"
16228,34,41359.59,0.73,10.49,"No","West Virginia","Female"
16229,33,39782.97,0.15,16.88,"No","Mississippi","Other"
16230,58,32868.58,0.68,0.27,"No","New Hampshire","Male"
16231,54,44151.29,0.28,4.16,"No","Delaware","Female"
16232,55,52894.74,0.82,19.07,"No","Idaho","Other"
16233,41,70641.13,0.4,10.01,"No","Alabama","Female"
16234,77,43654.14,0.42,9.36,"No","Virginia","Male"
16235,42,51160.03,0.78,14.99,"No","Maryland","Female"
16236,43,32911.44,0.8,13.92,"No","Maryland","Male"
16237,24,37223.55,0.56,4.5,"No","Wyoming","Other"
16238,83,15269.85,0.61,11.22,"No","New Jersey","Male"
16239,69,46322.41,0.88,4.74,"No","South Carolina","Male"
16240,34,53631.06,0.97,1.74,"No","Wisconsin","Female"
16241,77,22778.64,0.7,12.88,"No","Nevada","Other"
16242,23,52467.07,0.22,1.03,"No","North Carolina","Male"
16243,81,53938.59,0.02,15.78,"No","North Dakota","Male"
16244,71,50556.52,0.37,8.16,"No","North Carolina","Male"
16245,24,47811.99,0.39,8.19,"No","Minnesota","Other"
16246,40,41578.68,0.26,9.36,"No","Georgia","Female"
16247,20,51839.79,0.46,18.2,"No","New Hampshire","Male"
16248,28,21719.96,0.21,16.55,"No","Minnesota","Other"
16249,80,46078.02,0.2,2.94,"No","Nebraska","Other"
16250,90,58968.83,0.24,14.56,"No","Oregon","Female"
16251,48,37318.27,0.38,19.63,"No","West Virginia","Other"
16252,69,45003.13,0.23,2.76,"No","Massachusetts","Other"
16253,44,50464.51,0.73,18.93,"No","Iowa","Female"
16254,46,64969.12,0.96,17.45,"No","Illinois","Male"
16255,40,32826.45,0.8,15.46,"No","Delaware","Female"
16256,90,69072.33,1,11.91,"No","Maryland","Male"
16257,56,56395.95,0.63,14.48,"No","Rhode Island","Other"
16258,22,53892.2,0.06,7.95,"No","Wisconsin","Other"
16259,38,37190.66,0.84,3.34,"No","Michigan","Female"
16260,54,46014.43,0.13,19.28,"No","Delaware","Other"
16261,50,59393.83,0.73,16.82,"No","New Jersey","Other"
16262,22,71342.2,0.45,6.87,"No","Alaska","Male"
16263,58,49235.61,0.87,1.92,"No","Illinois","Male"
16264,68,49620.42,0.54,17.29,"No","Oklahoma","Other"
16265,69,47726.9,0.32,6.5,"No","West Virginia","Female"
16266,45,65212.28,0.27,15.58,"No","Alabama","Male"
16267,28,58422.34,0.33,4.15,"No","Hawaii","Other"
16268,67,50358.98,0.28,12.14,"No","Tennessee","Male"
16269,54,44898.54,0.61,6.54,"No","Ohio","Other"
16270,76,21497.4,0.73,12,"No","Arizona","Female"
16271,86,28940.19,0.94,15.82,"No","Vermont","Other"
16272,43,63782.38,0.05,2,"No","Arizona","Male"
16273,43,51043.69,0.87,1.78,"No","New York","Male"
16274,53,57320.66,0.48,10.31,"No","Utah","Other"
16275,39,42491.55,0.2,8.12,"No","Georgia","Male"
16276,89,48410.82,0.21,12.98,"No","Connecticut","Male"
16277,47,43485.89,0.16,4.63,"No","Michigan","Other"
16278,88,70320.42,0.79,11.69,"No","Illinois","Male"
16279,22,24044.67,0.76,14.04,"No","Washington","Other"
16280,43,39697.04,0.55,15.5,"No","Nevada","Other"
16281,21,36957.72,0.05,6.65,"No","Georgia","Female"
16282,78,35914.96,0.95,16.4,"No","Kentucky","Female"
16283,61,54630,0.08,8.23,"No","Michigan","Female"
16284,68,41804.4,0.44,2.57,"No","Massachusetts","Male"
16285,33,41185.97,0.57,10.28,"No","Tennessee","Male"
16286,66,50671.72,0.28,17.62,"No","New Hampshire","Female"
16287,56,22432.88,0.68,11.95,"No","Indiana","Other"
16288,63,57833.94,0.32,3.92,"No","South Carolina","Female"
16289,82,39357.97,0.8,0.04,"No","Colorado","Other"
16290,62,66896.71,0.86,3.44,"No","Ohio","Male"
16291,70,42245.84,0.05,1.2,"No","Vermont","Other"
16292,20,65756.12,0.74,2.23,"No","South Dakota","Other"
16293,33,44731.19,0.27,19.1,"No","New Mexico","Other"
16294,47,43102.54,0.57,0.13,"No","Michigan","Female"
16295,88,77275.97,0.16,9.9,"No","New Mexico","Female"
16296,86,60037.51,0.76,4.65,"No","Hawaii","Female"
16297,76,21692.45,0.68,7.95,"No","Arkansas","Other"
16298,22,46309.46,0.31,18.05,"No","Wyoming","Female"
16299,37,50832.38,0.28,12.72,"No","Missouri","Other"
16300,27,66377.19,0.57,17.8,"No","Maine","Male"
16301,56,61308.43,0.9,10.51,"No","South Dakota","Male"
16302,55,51275.43,0.3,18.94,"No","Alabama","Female"
16303,57,48388.26,0.18,15.82,"No","Virginia","Female"
16304,80,55598.01,0.36,5,"No","North Dakota","Female"
16305,86,45961.84,0.02,0.32,"No","Nebraska","Male"
16306,77,57341.33,0.18,18.22,"No","Pennsylvania","Male"
16307,83,32355.38,0.53,9.61,"No","South Carolina","Male"
16308,18,61438.72,0.11,20,"No","Delaware","Female"
16309,81,43748.01,1,18.27,"No","Iowa","Other"
16310,31,56116.92,0.29,5.14,"No","New Mexico","Female"
16311,85,33895.83,0.57,18.23,"No","Iowa","Other"
16312,89,67272.08,0.46,9.7,"No","Arizona","Female"
16313,67,49619.35,0.53,13.2,"No","New Jersey","Male"
16314,49,52632.31,0.37,13.36,"No","New Hampshire","Female"
16315,43,62214.53,0.12,18.09,"No","New Jersey","Male"
16316,86,31516.75,0.16,3.73,"No","Nebraska","Female"
16317,35,4680.98,0.36,14.14,"No","Iowa","Male"
16318,43,40259.82,0.7,7.78,"No","Wyoming","Female"
16319,79,48283.39,0.04,8.32,"No","New Mexico","Other"
16320,35,26359.56,0.53,9.8,"No","Pennsylvania","Female"
16321,27,25309.78,0.99,18.74,"No","Wyoming","Male"
16322,80,59619.26,1,3.51,"No","South Dakota","Female"
16323,29,37114.01,0.75,15.52,"No","Illinois","Female"
16324,89,43565.09,0.16,6.38,"No","New Hampshire","Other"
16325,41,73713.43,0.22,1.39,"No","Texas","Male"
16326,84,50416.99,0.17,16.66,"No","Ohio","Male"
16327,18,36182.12,0.82,12.24,"No","Delaware","Male"
16328,63,46270.56,0.59,1.09,"No","South Carolina","Other"
16329,79,26000.23,0.25,9.48,"No","Virginia","Other"
16330,57,33774.45,0.07,2.53,"No","Alabama","Male"
16331,76,38548.2,0.91,8.45,"No","Maryland","Female"
16332,77,73809.08,0.23,9.41,"No","South Carolina","Female"
16333,80,74304.59,0.95,0.04,"No","Arkansas","Other"
16334,79,49958.56,0.69,10.87,"No","Hawaii","Male"
16335,68,65533.14,0.54,11.58,"No","Massachusetts","Female"
16336,53,40781.17,0.97,11.44,"No","Michigan","Male"
16337,58,32621.59,0.79,15.87,"No","Alabama","Male"
16338,33,51060.32,0.98,5.15,"No","Iowa","Female"
16339,89,46534.1,0.06,4.13,"No","Arizona","Other"
16340,57,47632,0.5,16.14,"No","Delaware","Other"
16341,89,49197.95,0.24,12.41,"No","New Hampshire","Male"
16342,75,58538.21,0.19,11.66,"No","Kentucky","Female"
16343,54,48533.74,0.91,2.61,"No","New York","Male"
16344,38,46963.66,0.82,8.3,"No","Virginia","Male"
16345,89,66055.42,0.08,14.16,"No","South Dakota","Other"
16346,82,37732.78,0.52,18.71,"No","Kentucky","Male"
16347,70,42360.23,0.02,18.22,"No","Connecticut","Male"
16348,59,44788.83,0.47,4.08,"No","Vermont","Other"
16349,65,65783.64,0.32,11.54,"No","Nevada","Female"
16350,67,27890.78,0.36,15.35,"No","New York","Male"
16351,42,38297.19,0.13,16.53,"No","Kansas","Male"
16352,46,75965.06,0.41,9.77,"No","Wyoming","Female"
16353,49,45674.2,0.65,11.58,"No","Colorado","Other"
16354,74,59516.39,0.51,9.42,"No","Montana","Other"
16355,77,41463.25,0.36,3.68,"No","New Hampshire","Male"
16356,87,48679.23,0.6,1,"No","Arizona","Male"
16357,64,44657.14,0.68,14.96,"No","Pennsylvania","Female"
16358,74,48216.08,0.76,6.4,"No","Missouri","Other"
16359,39,68079.26,0.52,8.59,"No","Hawaii","Male"
16360,86,59190.98,0.37,4.26,"No","Florida","Other"
16361,76,58757.09,0.97,2.74,"No","Wyoming","Male"
16362,70,51193.75,0.16,3.27,"No","Colorado","Female"
16363,44,26048.59,0.3,3.16,"No","Rhode Island","Female"
16364,51,60371.15,0.34,13.57,"No","Nebraska","Male"
